R;G;B;A;Count
203;111;21;122;1
190;87;9;219;3
191;89;9;222;1
241;110;10;227;6
190;87;8;217;3
213;129;32;134;1
214;131;33;96;1
217;135;36;64;1
221;141;40;37;1
193;92;11;28;2
194;94;12;57;2
193;93;11;94;2
240;103;5;206;21
216;136;35;162;1
224;150;43;149;1
229;156;47;144;1
228;156;46;146;1
225;151;43;155;1
219;141;37;169;1
201;107;19;125;1
200;107;20;85;2
202;109;21;52;1
197;101;17;46;1
199;103;17;72;2
200;106;19;100;1
203;111;21;126;1
207;119;25;144;2
211;127;30;160;1
217;138;36;169;1
191;88;9;221;1
191;89;10;223;2
192;90;10;225;1
205;115;23;149;1
206;118;26;69;2
209;123;29;37;1
218;138;38;18;3
192;90;10;31;1
192;91;11;92;1
242;146;37;218;7
242;147;38;226;3
243;148;39;234;5
243;149;40;241;6
245;185;66;250;19
245;185;66;251;19
245;185;66;240;10
243;148;39;233;3
242;144;36;211;7
242;143;35;205;7
192;92;11;90;1
191;89;10;55;1
215;131;34;15;2
212;125;30;33;1
208;120;27;58;1
207;119;25;90;1
207;119;25;127;1
242;147;38;228;5
245;185;66;233;11
243;148;39;232;2
215;135;34;166;1
210;124;28;157;1
245;185;66;199;10
245;185;66;196;6
189;84;7;75;2
218;138;38;26;1
213;129;33;49;1
211;126;30;79;2
211;126;30;116;1
211;127;30;153;1
241;111;11;229;6
241;112;12;232;6
241;112;12;234;6
205;115;23;133;1
203;110;21;103;1
200;105;18;75;1
190;87;8;26;3
204;112;22;60;1
204;111;22;101;2
193;92;11;230;1
241;113;13;236;7
241;113;13;237;5
241;113;12;235;9
214;132;33;120;1
217;135;35;81;1
219;139;39;49;1
227;153;47;26;1
241;178;62;11;1
195;96;14;39;1
196;97;13;115;1
190;88;9;220;2
228;157;45;184;1
230;161;49;183;1
231;162;49;186;1
229;159;46;192;1
202;109;20;112;1
203;112;23;43;1
199;103;17;33;5
202;110;21;118;2
218;139;36;170;1
193;93;12;232;1
241;112;12;233;4
206;118;24;130;1
206;116;24;89;1
207;119;27;56;1
211;125;30;32;2
213;129;32;15;1
191;88;9;68;1
245;185;66;228;12
245;185;66;236;17
245;185;66;243;16
245;185;66;249;20
245;185;66;253;26
245;185;66;254;24
245;185;66;220;15
245;185;66;212;20
245;185;66;206;16
242;142;35;201;4
191;89;9;108;1
189;86;7;37;1
191;90;10;17;2
207;118;26;47;1
206;117;25;80;1
206;117;24;117;1
243;149;40;240;3
241;113;13;238;1
241;111;11;230;7
214;132;32;164;1
192;91;10;107;1
189;85;7;44;2
214;130;33;37;1
210;122;28;65;1
210;122;28;103;1
211;126;29;143;1
241;114;13;240;6
241;115;14;242;4
243;149;40;239;1
203;110;21;128;2
201;106;19;92;1
199;104;17;61;1
197;100;15;38;1
197;99;15;11;3
192;91;11;4;13
207;118;26;40;1
205;114;23;74;1
205;114;23;114;2
241;114;14;241;10
241;115;14;244;2
243;150;40;244;3
241;115;14;243;2
241;114;13;239;6
216;136;35;143;1
215;134;35;100;1
218;137;37;63;1
223;147;44;35;1
234;166;55;17;1
245;185;66;7;5
196;97;14;52;1
196;98;14;90;2
197;99;14;132;1
192;91;10;227;1
233;167;52;205;1
235;171;53;210;1
235;172;54;212;1
194;94;12;234;1
204;112;22;138;1
203;110;21;100;1
202;109;21;65;1
202;108;20;37;2
198;101;17;19;1
198;103;17;75;1
201;107;19;108;2
205;116;23;114;1
204;113;23;78;1
204;113;23;49;1
206;117;26;29;1
191;90;9;75;2
245;185;66;221;17
245;185;66;229;12
245;185;66;237;11
245;185;66;244;15
245;185;66;213;19
189;85;7;78;2
188;83;6;44;1
205;115;24;35;2
205;114;23;65;1
204;113;22;103;1
206;117;24;142;1
245;185;66;247;11
241;116;14;245;6
204;113;22;147;1
197;101;15;139;1
194;95;13;108;2
192;91;11;71;2
213;128;32;23;1
209;122;28;82;1
208;120;26;123;1
243;150;40;243;5
243;150;40;246;2
243;150;41;248;5
245;185;66;248;18
243;150;40;245;3
200;106;19;114;1
198;102;17;44;1
196;98;15;21;1
214;130;33;22;1
205;114;24;47;1
205;115;23;84;1
205;116;23;127;1
241;116;15;247;5
243;151;41;250;6
243;150;41;249;4
216;136;35;164;1
215;133;34;120;1
216;134;35;82;1
218;137;37;48;1
224;149;44;25;2
229;157;49;12;1
196;97;14;37;1
196;97;14;68;2
196;99;14;109;2
239;178;57;222;1
195;96;14;241;1
195;97;14;242;1
208;120;25;153;1
203;110;21;129;1
199;105;17;92;2
198;102;17;61;1
196;97;14;38;1
193;93;11;23;2
196;97;14;33;3
198;102;16;95;1
199;106;18;131;2
243;148;39;231;2
243;149;39;237;3
241;116;15;246;5
241;117;15;248;4
191;91;10;76;2
192;91;11;120;2
245;185;66;214;24
245;185;66;242;11
245;185;66;252;28
249;212;139;247;4
245;185;66;227;12
245;185;66;219;15
188;84;6;82;2
202;109;20;50;1
201;107;20;84;1
204;111;21;126;2
249;212;138;250;5
195;96;13;115;1
192;92;10;76;1
192;90;10;44;2
222;145;43;12;1
208;120;27;57;1
207;119;25;94;1
243;150;41;247;3
198;103;16;94;2
199;102;17;58;1
199;101;17;29;1
215;132;34;12;4
206;116;25;30;1
203;111;22;58;1
206;116;23;141;1
243;151;41;253;5
243;151;41;252;5
241;117;15;249;3
189;85;7;215;1
214;132;32;145;1
212;129;31;103;1
211;126;31;67;1
214;130;33;40;1
215;132;34;22;1
199;103;17;24;2
194;94;12;48;2
194;96;13;85;2
197;99;14;128;2
196;98;14;245;1
197;99;15;248;1
199;103;16;126;1
197;99;15;93;1
194;94;12;65;1
190;88;8;25;6
194;95;12;78;1
197;100;15;118;1
242;146;37;219;4
243;151;41;251;2
241;118;16;252;7
201;108;19;140;1
197;101;15;106;1
195;97;14;74;1
193;92;11;47;3
193;92;11;27;1
193;92;11;14;4
245;185;66;234;14
249;212;140;244;5
245;185;66;226;16
242;143;35;206;7
188;84;6;79;1
187;81;5;43;3
201;105;19;66;2
200;106;18;104;1
249;211;137;252;4
192;90;10;22;1
209;121;28;34;3
206;116;24;105;1
249;211;137;254;5
198;102;15;113;1
196;99;15;72;1
197;99;15;39;2
200;105;19;72;2
202;109;20;113;1
213;131;32;163;1
209;122;27;128;2
206;115;24;63;1
202;109;21;38;1
199;104;19;14;1
194;95;13;64;1
194;96;13;103;1
197;99;16;250;1
241;118;16;253;3
241;117;16;250;1
194;95;12;127;1
191;89;9;96;1
188;84;6;68;2
196;97;15;30;2
242;145;36;214;6
243;151;41;254;8
194;94;12;105;3
191;90;10;72;1
189;85;7;42;2
191;90;9;119;1
253;240;214;243;11
249;213;140;241;5
245;185;66;211;15
190;87;8;113;1
212;125;31;7;3
198;101;16;20;2
198;102;17;45;1
198;103;16;79;1
199;105;17;123;1
245;185;66;232;12
253;238;209;253;13
194;94;12;84;1
212;126;31;18;2
206;116;25;40;1
204;113;23;72;1
205;116;23;115;2
249;211;137;253;5
197;101;15;134;1
195;95;13;53;2
200;104;18;27;2
197;99;15;52;2
198;103;17;90;1
194;94;12;235;1
203;112;21;122;1
199;105;17;89;1
196;97;14;61;2
196;97;14;19;7
193;93;11;76;1
195;97;13;120;1
241;118;16;254;3
187;83;5;98;1
186;81;4;67;1
182;73;0;38;2
203;110;22;2;1
194;94;12;60;2
193;93;11;98;1
189;86;7;95;1
189;85;7;60;1
190;86;8;34;1
192;91;10;43;1
191;89;9;77;2
192;92;10;122;2
249;213;140;242;3
253;240;215;242;8
253;240;216;241;7
190;88;8;103;1
190;86;8;63;1
203;109;22;10;1
196;98;14;55;1
197;101;15;95;1
249;212;139;246;5
253;238;209;252;12
194;94;12;86;2
207;118;26;22;1
203;111;22;46;1
203;111;21;82;1
204;113;22;123;1
208;122;26;155;1
249;212;138;248;6
253;238;210;251;18
194;95;12;111;1
193;92;11;40;1
195;95;13;37;1
193;94;11;67;1
196;98;14;109;1
242;146;38;221;1
196;98;14;121;1
192;92;11;91;1
188;83;6;37;1
192;92;10;50;1
193;93;11;86;1
243;151;41;255;1
241;117;16;251;1
242;145;37;216;3
185;78;3;91;1
185;78;3;57;1
195;96;13;101;1
245;185;66;218;13
187;81;5;42;1
192;90;10;82;1
192;92;10;128;1
249;213;141;240;2
253;241;216;240;13
193;93;11;134;2
190;88;8;93;2
196;97;14;34;1
194;96;13;65;4
253;239;211;250;8
196;97;13;131;1
194;95;13;85;1
202;108;21;13;5
201;108;20;29;1
199;103;17;56;1
202;109;20;134;1
208;121;26;154;1
253;239;211;249;6
194;94;12;133;1
190;88;8;59;1
192;90;10;81;1
245;185;66;205;10
249;212;138;251;6
245;185;66;207;16
242;142;35;202;3
188;84;6;88;1
191;89;9;53;3
184;77;2;71;1
195;96;13;57;1
193;94;11;95;1
242;144;36;212;8
187;82;5;84;1
187;82;5;48;1
191;88;9;90;3
249;214;143;233;4
253;241;218;238;14
249;213;141;239;1
191;89;9;87;1
193;94;11;117;2
196;98;14;129;1
194;94;12;83;1
193;93;11;46;1
196;99;14;108;1
191;89;8;119;1
184;76;2;26;2
190;87;8;91;2
245;185;66;204;10
245;185;66;208;12
245;185;66;202;13
245;185;66;198;11
185;79;3;71;2
192;90;10;54;1
183;74;1;79;1
182;73;0;45;1
187;83;5;86;1
191;89;9;94;2
253;242;219;236;6
253;240;213;245;8
253;239;212;247;10
193;94;11;134;2
192;90;10;88;1
190;88;8;50;2
192;91;10;84;1
193;93;11;128;1
194;95;13;129;1
194;94;12;85;1
192;92;10;80;1
245;185;66;201;17
242;142;34;198;5
186;81;4;107;1
185;80;4;43;3
188;83;6;29;4
190;86;8;97;2
192;92;10;49;1
245;185;66;255;2
183;74;1;82;1
196;98;14;73;1
197;100;15;116;2
253;238;208;254;10
187;83;5;81;1
186;81;4;46;1
191;89;9;28;2
190;88;8;96;2
249;214;144;231;1
253;240;214;244;8
253;239;211;248;7
249;213;142;238;2
192;90;10;90;2
187;82;5;9;2
190;88;8;57;1
190;88;8;95;2
190;87;8;53;2
191;89;9;54;2
185;78;3;95;1
185;78;3;58;1
187;83;5;58;1
189;85;7;97;1
185;78;3;87;1
185;79;3;51;1
182;73;0;24;1
192;91;11;41;3
192;92;11;73;1
195;96;13;116;1
253;241;217;239;3
249;214;143;232;3
184;76;2;77;1
197;99;15;103;3
190;86;7;113;1
188;84;6;71;2
253;243;222;232;13
253;239;213;246;9
191;89;9;91;1
189;84;7;64;1
190;86;7;104;1
189;86;7;101;1
187;83;5;56;1
189;86;7;96;1
242;141;33;193;5
184;77;2;72;1
182;73;0;40;2
186;80;4;53;1
188;84;6;93;1
185;78;3;84;1
184;77;2;23;1
194;95;13;59;1
196;98;14;98;1
249;214;145;228;2
184;77;3;104;1
183;74;1;65;1
196;98;14;52;1
197;100;15;90;1
198;102;16;135;1
189;86;7;58;1
190;88;9;24;1
192;90;10;89;1
249;215;146;224;1
186;80;4;68;1
189;85;7;112;1
253;243;224;229;10
253;242;219;237;8
249;213;142;237;1
187;83;5;112;1
187;82;5;70;1
188;84;6;96;1
184;76;2;80;2
183;75;1;45;4
187;83;5;82;1
245;185;66;200;6
186;79;4;74;1
196;98;15;22;1
184;76;2;86;1
183;75;1;51;1
198;101;16;43;1
196;99;15;77;1
197;101;15;121;1
192;90;10;117;1
188;83;6;43;1
190;86;8;21;1
192;91;10;79;1
249;215;147;222;1
253;243;223;230;6
191;89;9;84;1
190;88;9;48;1
186;80;4;70;1
249;216;148;218;1
253;244;226;225;6
186;79;4;78;1
186;80;4;51;1
187;83;5;88;1
249;212;139;245;1
189;86;7;108;2
186;81;4;96;1
186;80;4;59;1
199;104;19;29;1
198;102;16;84;2
201;106;19;123;1
253;242;221;233;7
249;215;146;226;3
186;79;4;98;1
185;78;3;64;1
197;100;15;107;2
253;242;219;235;2
192;91;11;95;1
192;90;10;60;1
190;87;8;31;1
192;92;11;67;2
194;94;12;107;1
253;244;225;227;6
253;242;220;234;6
249;215;147;220;6
192;90;10;113;1
191;90;9;73;1
187;81;5;36;1
186;81;4;66;1
254;246;230;220;4
185;77;3;80;1
188;83;6;76;1
249;215;146;225;4
249;214;143;234;2
183;74;1;70;1
188;83;6;86;1
187;83;5;105;1
188;83;6;73;1
200;106;18;59;2
201;107;19;92;1
187;82;5;107;1
186;79;4;73;1
195;96;13;93;1
194;94;12;108;1
193;93;11;71;2
193;93;11;53;2
193;94;11;89;3
249;215;146;223;3
192;92;11;94;1
192;90;10;57;2
187;83;5;29;4
186;80;4;54;1
186;79;4;88;1
249;216;150;215;1
254;245;229;221;8
182;73;0;42;1
187;83;5;92;1
253;244;226;226;1
185;77;3;91;1
183;74;1;56;1
188;83;6;36;1
189;85;7;63;1
253;244;225;228;4
190;87;8;109;1
188;84;6;50;2
202;109;21;94;1
204;113;22;130;1
254;245;227;224;8
249;216;149;217;3
187;83;5;108;2
186;80;4;76;1
185;79;3;48;1
195;96;13;75;1
196;97;13;117;1
197;100;15;117;1
195;97;13;81;1
194;94;12;39;1
194;96;13;105;1
254;245;228;223;3
253;243;222;231;2
194;93;12;42;5
194;94;13;21;2
186;81;4;41;2
187;82;5;68;1
187;82;5;101;1
249;216;150;214;4
254;246;231;218;1
249;215;147;221;2
183;74;1;62;1
187;81;5;41;1
189;84;7;67;2
186;79;4;95;1
185;78;3;65;1
191;89;9;64;1
254;245;228;222;1
192;91;10;106;1
190;87;8;76;1
190;88;8;51;1
205;114;24;40;1
204;112;22;66;1
203;111;21;95;1
254;247;233;216;2
254;246;232;217;4
254;247;234;215;1
254;248;236;213;1
188;83;6;78;1
186;81;4;50;1
194;94;12;58;1
254;248;235;214;1
254;246;231;219;1
198;102;16;119;1
197;99;15;86;1
195;97;14;55;1
195;97;14;31;1
196;98;15;50;1
196;98;14;79;1
197;101;15;114;2
249;216;149;216;1
195;97;13;80;1
195;97;13;51;1
187;82;5;71;1
187;83;5;101;1
185;78;3;101;1
191;89;9;63;1
193;93;11;87;1
194;96;13;108;1
198;103;16;130;1
249;215;148;219;1
186;81;4;87;1
185;79;3;64;1
191;88;9;38;1
195;95;13;81;1
199;104;17;126;2
197;100;15;119;1
195;96;13;96;1
192;91;11;70;1
208;119;27;21;1
206;116;25;41;1
204;113;23;64;1
203;110;21;90;1
203;112;21;120;1
250;217;152;210;2
254;249;239;209;1
254;249;239;208;1
250;217;153;207;1
190;87;8;100;1
189;85;7;74;1
250;217;152;208;1
254;249;238;210;1
254;248;236;212;2
250;217;151;212;1
199;103;16;113;1
197;100;15;56;1
197;99;15;34;3
200;105;19;17;1
197;100;15;55;2
197;101;15;82;1
198;103;16;113;1
249;216;150;213;1
198;103;16;110;2
197;101;15;81;1
196;99;15;32;1
187;83;5;45;1
191;90;9;112;1
210;124;29;155;1
212;129;31;154;2
211;127;30;157;1
187;83;5;110;1
186;81;4;90;1
183;75;1;47;1
202;108;20;108;1
205;115;23;126;1
204;113;22;143;1
200;107;19;128;1
194;95;12;101;1
189;85;7;70;1
187;82;5;53;1
194;95;12;33;1
196;99;15;49;1
197;101;16;66;1
202;108;20;105;1
203;112;21;123;1
205;115;23;139;1
206;116;23;143;1
204;113;22;129;1
202;109;20;115;2
199;105;18;98;1
197;102;16;79;1
196;98;14;61;1
207;116;25;38;1
204;112;22;59;1
203;111;21;83;1
202;109;20;105;1
203;109;20;126;2
194;95;13;124;1
192;92;10;106;1
192;90;10;87;1
190;87;8;65;1
192;91;11;47;2
250;218;154;204;1
254;250;241;206;1
250;217;153;206;1
200;106;18;128;1
199;104;17;104;1
199;104;17;78;2
200;104;18;54;1
203;109;22;20;1
200;104;18;55;1
199;106;17;103;1
205;115;23;138;1
200;107;19;98;2
200;106;18;75;1
198;102;16;51;1
192;91;10;73;1
197;99;15;100;1
198;104;17;107;2
209;122;27;107;1
212;128;31;109;1
211;127;30;107;1
210;124;29;109;1
209;122;28;113;1
198;102;16;112;1
194;95;13;105;1
192;92;11;97;1
197;99;15;28;1
200;105;19;40;1
203;111;21;69;1
206;116;24;84;1
208;119;26;99;1
209;122;28;112;1
211;127;30;125;1
212;128;31;131;1
213;129;31;136;1
213;129;31;137;1
212;128;31;135;1
211;127;30;130;1
209;122;28;122;1
207;118;25;111;1
205;114;23;98;1
202;109;20;86;1
195;96;14;62;1
192;91;10;51;1
202;108;20;50;1
204;112;22;93;1
205;115;23;105;1
206;116;24;119;1
206;117;24;119;1
206;116;24;117;1
206;116;24;108;1
205;113;23;96;1
204;113;22;86;1
203;110;21;73;1
199;105;18;46;2
198;102;17;34;1
206;116;25;34;2
201;107;20;82;1
200;107;19;113;1
199;105;18;115;1
199;104;18;115;1
196;97;14;93;1
194;94;12;80;1
192;92;11;70;1
192;92;11;93;1
193;94;11;115;1
250;218;155;201;1
199;103;17;65;1
201;107;19;30;2
203;111;21;85;1
205;115;23;113;1
207;118;25;122;1
208;121;26;128;1
209;122;27;130;1
208;122;27;125;1
207;118;25;117;1
206;117;24;107;1
205;115;23;93;1
204;112;22;78;1
203;111;21;62;1
202;109;21;45;1
204;113;23;30;2
197;101;16;61;1
203;111;22;68;1
212;127;31;66;1
212;129;32;66;1
211;125;30;67;1
205;114;23;70;1
200;107;20;72;1
189;85;7;39;1
207;118;26;28;1
207;118;26;38;2
208;120;27;50;1
209;121;27;59;1
210;124;29;72;1
212;127;31;87;1
212;129;32;90;1
212;128;31;92;1
212;128;31;90;1
211;126;30;86;1
209;122;28;77;1
206;117;25;60;1
205;113;23;45;1
205;115;24;55;1
205;114;23;64;1
205;116;25;72;1
206;116;24;76;2
206;116;24;73;2
206;116;24;67;1
206;117;25;59;1
205;116;25;50;1
204;114;24;41;1
204;113;23;32;1
205;114;24;22;2
207;117;26;27;1
203;111;22;37;1
200;107;20;58;1
201;106;19;66;1
200;106;19;71;1
197;100;15;68;1
193;93;11;45;1
191;89;10;34;1
195;96;13;99;1
197;100;15;103;1
198;102;16;81;1
198;102;16;66;1
198;102;17;50;1
201;108;20;37;1
202;108;20;24;1
204;113;22;61;1
207;118;26;79;1
208;121;28;85;1
208;122;28;85;1
208;120;27;81;1
208;120;27;75;1
207;119;26;68;1
206;118;26;58;1
206;116;25;44;1
207;116;25;23;1
209;121;28;15;2
199;103;17;30;1
207;118;26;37;1
210;123;30;36;1
218;138;38;35;2
211;124;30;37;1
204;111;22;38;1
217;136;36;19;3
214;130;33;32;1
215;131;34;39;1
215;131;34;46;1
216;133;35;50;1
216;133;35;53;1
215;132;34;54;1
215;132;34;53;1
214;131;33;49;1
214;130;33;45;1
212;127;31;22;2
209;122;28;28;1
209;121;27;40;2
210;122;29;35;1
210;122;29;29;1
212;126;31;24;1
214;131;34;8;2
203;110;21;34;1
200;106;19;37;2
201;107;20;38;1
198;101;16;35;1
193;93;11;51;1
196;99;15;68;1
197;101;15;63;1
198;103;17;46;1
210;124;29;25;1
209;121;28;39;1
210;123;29;44;1
211;125;30;49;1
212;125;30;49;1
211;125;30;45;1
211;125;30;42;1
210;124;30;35;1
211;126;31;15;1
206;117;26;12;2
232;163;52;15;2
210;124;29;16;1
231;160;52;10;1
229;156;49;14;1
225;149;45;27;2
223;146;43;26;1
223;146;43;23;1
223;147;43;19;1
224;147;43;17;1
224;146;44;11;2
225;149;45;12;2
204;112;22;14;1
204;112;23;11;2
198;102;16;31;1
203;112;23;21;1
219;140;39;20;2
219;139;38;22;1
221;143;40;23;2
220;140;40;19;1
245;185;66;9;3
245;185;66;10;3
245;185;66;8;1
245;185;66;0;204
125;104;104;255;2472
170;153;153;255;5332
226;214;214;255;8956
159;80;78;255;480
221;185;184;255;376
76;63;63;255;1090
57;6;5;255;4352
100;12;10;255;7528
206;22;20;255;10272
230;138;137;255;192
242;196;196;255;10
60;41;33;255;4084
43;29;24;255;2390
76;52;42;255;1098
33;3;3;255;744
7;22;31;255;1195
98;71;59;255;1195
79;9;9;255;1195
255;255;255;160;35
41;41;41;255;11930
57;57;57;255;1566
45;45;45;255;796
41;41;41;0;610
246;150;121;255;48
87;87;87;255;126
245;193;178;255;34
70;70;70;255;62
165;196;209;255;12
198;218;226;255;20
79;13;13;255;407
57;57;57;0;163
28;24;24;255;1091
74;65;57;255;141
106;93;81;255;343
38;33;32;255;369
54;47;45;255;436
45;45;45;0;68
153;134;117;255;270
80;45;38;0;429
57;32;27;0;32
40;22;19;0;25
83;83;83;0;50
149;149;149;255;8
53;47;41;255;21
222;167;167;255;31310
171;160;0;255;7953
94;88;0;255;924
255;242;0;255;8168
140;104;104;255;12728
222;167;167;0;3593
88;66;66;255;1395
209;143;0;0;2327
255;255;50;0;24510
2;0;0;0;408
255;227;0;0;41
169;136;0;255;76
255;0;255;0;83003
148;128;127;255;13319
190;173;172;255;21801
122;31;26;255;1506
70;29;27;255;1126
208;114;109;255;145
217;207;206;255;466
47;40;39;255;686
83;70;70;255;2109
114;96;95;255;4654
204;175;148;255;11134
223;207;185;255;21812
180;138;99;255;1248
140;102;67;255;163
154;130;143;255;172
223;204;221;255;200
89;71;59;255;55
210;204;163;0;1523
123;43;127;0;39
71;25;73;255;42
2;2;2;255;3800
39;33;38;255;113
61;52;60;255;161
33;33;33;255;574
139;55;143;0;39
146;39;143;0;136
146;39;143;26;8
146;39;143;88;8
146;39;143;142;8
146;39;143;188;8
146;39;143;224;8
146;39;143;247;8
33;33;33;0;648
146;39;143;43;8
146;39;143;128;8
146;39;143;209;8
146;39;143;1;8
146;39;143;104;8
146;39;143;205;8
146;39;143;24;8
146;39;143;140;8
146;39;143;152;4
175;164;92;0;5
22;1;2;255;68835
37;37;37;0;210
37;37;37;255;1510
114;114;114;255;119
142;142;142;255;28
54;54;54;255;2471
140;138;138;0;4
141;134;123;0;7744
141;134;123;255;7470
180;171;158;255;19059
84;78;70;255;2730
158;143;155;255;493
84;78;70;0;29119
169;157;156;255;450
39;28;35;255;754
113;106;97;255;2175
27;20;24;255;182
113;106;97;0;2108
51;37;45;255;701
134;121;131;255;9
70;50;62;255;177
48;47;47;255;495
73;58;77;255;2
139;124;138;255;4
46;46;46;255;20
95;95;95;255;8
49;49;49;255;49954
82;82;82;255;6
180;171;158;0;66
70;50;62;0;46
51;37;45;0;11
219;200;198;0;739990
219;200;198;255;738746
136;104;101;0;2535345
136;104;101;255;332572
79;60;59;0;443417
79;60;59;255;42593
99;76;74;255;23326
99;76;74;0;112751
57;44;42;255;596
135;136;101;0;48
255;237;0;51;40
255;237;0;102;32
255;237;0;179;24
255;237;0;255;24
133;136;101;0;48
255;250;0;51;40
255;250;0;102;32
255;250;0;179;24
255;250;0;255;24
172;175;21;255;244
172;175;21;252;4
172;175;21;251;1
172;175;21;254;5
182;185;17;253;4
182;185;17;252;1
182;185;17;255;5
194;198;12;254;4
194;198;12;253;1
194;198;12;255;5
208;212;7;254;3
208;212;7;255;7
223;227;1;255;9
223;227;1;254;1
233;238;0;255;10
244;249;0;255;10
250;255;4;255;10
250;255;12;255;10
255;242;0;0;54367
48;255;40;0;84
250;255;21;255;10
251;255;29;255;10
251;255;35;255;10
255;251;165;255;44
135;130;29;255;144
255;246;55;255;74
236;226;0;0;10210
182;174;0;0;539
182;174;0;1;155
182;174;0;2;94
182;174;0;3;66
182;174;0;4;64
182;174;0;6;65
246;235;0;1;33
182;174;0;5;27
182;174;0;7;47
182;174;0;10;26
198;189;0;6;13
208;199;0;4;28
192;184;0;10;2
204;195;0;15;3
198;189;0;19;4
198;189;0;20;8
188;180;0;16;9
190;182;0;12;3
194;186;0;8;8
182;174;0;8;10
182;174;0;11;20
182;174;0;15;11
182;174;0;16;13
182;174;0;13;29
182;174;0;9;14
182;174;0;18;11
188;180;0;17;3
210;201;0;11;4
220;211;0;11;7
210;201;0;14;4
202;193;0;21;7
200;191;0;29;7
198;189;0;35;3
196;188;0;38;4
196;188;0;32;7
196;188;0;24;4
202;193;0;16;2
220;211;0;8;10
240;230;0;191;10
214;205;0;3;38
182;174;0;19;8
182;174;0;25;5
182;174;0;27;4
182;174;0;22;8
182;174;0;14;10
182;174;0;191;7
182;174;0;21;6
186;178;0;29;1
186;178;0;34;2
192;184;0;33;2
198;189;0;27;3
206;197;0;22;3
212;203;0;20;1
214;205;0;27;2
204;195;0;38;1
200;191;0;51;3
198;189;0;61;2
184;176;0;193;15
198;189;0;54;2
196;188;0;40;1
202;193;0;26;9
212;203;0;14;5
248;237;0;5;15
255;246;55;1;204
190;182;0;10;11
182;174;0;28;3
182;174;0;33;2
200;191;0;5;23
190;182;0;13;8
186;178;0;20;7
186;178;0;28;3
186;178;0;33;3
186;178;0;25;6
188;180;0;19;5
182;174;0;35;4
182;174;0;30;3
188;180;0;15;7
184;176;0;44;1
240;230;0;192;15
192;184;0;50;3
196;188;0;41;7
208;199;0;36;4
210;201;0;36;1
212;203;0;46;5
206;197;0;62;1
202;193;0;80;2
184;176;0;194;8
240;230;0;194;20
200;191;0;82;1
200;191;0;60;1
206;197;0;41;2
220;211;0;22;1
242;232;0;8;6
255;246;55;3;60
255;246;55;2;92
188;180;0;13;5
188;180;0;18;3
184;176;0;41;2
188;180;0;53;1
188;180;0;59;1
182;174;0;192;17
184;176;0;43;5
186;178;0;30;3
196;188;0;7;31
204;195;0;14;9
200;191;0;17;9
198;189;0;23;13
192;184;0;35;2
190;182;0;47;4
190;182;0;55;1
188;180;0;42;2
192;184;0;30;2
200;191;0;18;4
182;174;0;23;4
182;174;0;32;4
182;174;0;26;3
182;174;0;34;2
198;189;0;22;3
186;178;0;21;5
188;180;0;44;1
190;182;0;58;1
255;245;19;192;4
240;230;0;193;22
202;193;0;58;4
210;201;0;54;3
216;207;0;57;3
214;205;0;69;2
210;201;0;91;1
204;195;0;113;1
242;232;0;196;27
186;178;0;196;12
206;197;0;86;3
210;201;0;59;1
220;211;0;35;2
240;230;0;18;1
255;245;23;9;11
255;246;55;4;29
190;182;0;48;2
188;180;0;68;2
188;180;0;83;2
188;180;0;65;3
188;180;0;45;2
194;186;0;26;4
208;199;0;12;6
234;224;0;6;4
242;232;0;5;8
232;222;0;8;3
200;191;0;27;4
198;189;0;33;1
194;186;0;35;2
196;188;0;29;6
228;218;0;7;13
248;237;0;6;6
212;203;0;17;1
198;189;0;32;1
192;184;0;49;2
192;184;0;65;1
192;184;0;56;6
194;186;0;39;1
200;191;0;23;6
255;245;27;3;20
255;246;55;191;2
184;176;0;36;4
186;178;0;27;3
182;174;0;17;2
182;174;0;43;2
182;174;0;55;2
188;180;0;50;4
190;182;0;40;1
204;195;0;20;2
208;199;0;20;6
196;188;0;30;3
192;184;0;39;3
194;186;0;28;3
192;184;0;32;3
190;182;0;49;1
255;246;55;193;4
255;245;21;194;5
208;199;0;72;2
216;207;0;74;3
220;211;0;82;2
216;207;0;99;1
212;203;0;124;1
186;178;0;199;7
242;232;0;199;31
255;245;21;199;8
242;232;0;198;23
212;203;0;115;2
218;209;0;82;1
224;214;0;52;1
242;232;0;31;1
255;244;9;16;6
204;195;0;19;1
194;186;0;48;2
194;186;0;75;1
190;182;0;99;1
190;182;0;87;2
192;184;0;59;2
206;197;0;17;6
255;244;7;4;1
255;244;9;6;8
255;244;7;8;2
242;232;0;14;2
220;211;0;24;3
202;193;0;48;7
200;191;0;57;2
198;189;0;49;1
204;195;0;37;1
204;195;0;23;5
218;209;0;11;3
255;245;31;4;7
255;245;21;5;1
244;233;0;13;3
216;207;0;24;4
206;197;0;43;3
198;189;0;62;1
198;189;0;67;2
212;203;0;29;1
224;214;0;12;3
255;244;3;5;12
216;207;0;9;3
182;174;0;20;6
182;174;0;12;7
212;203;0;10;7
194;186;0;38;3
192;184;0;34;1
182;174;0;46;3
184;176;0;66;1
188;180;0;74;1
198;189;0;38;1
214;205;0;25;3
228;218;0;18;2
208;199;0;35;2
198;189;0;47;1
192;184;0;57;2
190;182;0;59;2
255;246;55;194;5
255;245;21;195;5
216;207;0;85;2
222;212;0;93;1
224;214;0;110;1
222;212;0;131;2
